Customer Name ,Name,Item,Description,Amount,Status,Sales Rep,Support End Date [NEW],Date,Completion Date ,Internal ID,Support Start Date  [New]
BESCO,9577 BESCO : Besco - UK MDS 5th Floor,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",0,Pending Fulfillment,Brian Moloney,5/31/2026,1/9/2024,,9539,
BESCO,9577 BESCO : Besco - UK MDS 5th Floor,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",0,Closed,Brian Moloney,5/31/2026,1/9/2024,,9539,
BESCO,9577 BESCO : Besco - UK MDS 5th Floor,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",0,Pending Fulfillment,Brian Moloney,5/31/2026,1/9/2024,,9539,
US District Court,9580 US District Court : Indy Courtroom 216 Microphone Re-routing,Onsite Support,Onsite Troubleshooting,500,Closed,Brian Moloney,,9/5/2023,9/5/2023,8545,9/5/2023
"Nationwide Children's Hospital, Inc.","9596 Nationwide Children's Hospital, Inc. : NCH - Scheduling panel - Box Sale",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",640,Billed,Brian Moloney,10/31/2026,9/5/2023,10/30/2023,8525,10/30/2023
KROGER COMPANY,9633 KROGER COMPANY : FC-02 MTR-Security Support Contract,Kroger FC/DC camera/access control support,"* Priority Onsite Support (within 8 business hours; M-F: 8am to 5pm). * Remote Tech Support by phone within 2 business hours (when applicable). * Annual Preventative Maintenance Visit  *Repairs and/or Replacements of Faulty Equipment (excluding obsolete equipment). * Materials and/or repairs parts  *Software Updates when applicable / necessary  *Provide loaner equipment for covered systems (dependent on loaner equipment availability). *Unlimited End User Training  *Shipping coverage for equipment to/from manufacturer repair facilities.  *Provide proper recycling for covered equipment. *Contract is good for 3 years, effective 1/1/2023-1/1/2026. Paid annually at renewal.",72000,Billed,PATRICK D FRIEND,,8/16/2023,1/23/2024,8350,1/23/2024
KROGER COMPANY,9633 KROGER COMPANY : FC-02 MTR-Security Support Contract,Kroger MTR Support-Tier 3,Microsoft Team Room support-Tier 3 for Kroger installations. Description of services is outlined in attachment.,54000,Billed,PATRICK D FRIEND,,8/16/2023,1/23/2024,8350,1/23/2024
KROGER COMPANY,9636 KROGER COMPANY : FC-07 MTR-Security Support Contract,Kroger FC/DC camera/access control support,"* Priority Onsite Support (within 8 business hours; M-F: 8am to 5pm). * Remote Tech Support by phone within 2 business hours (when applicable). * Annual Preventative Maintenance Visit  *Repairs and/or Replacements of Faulty Equipment (excluding obsolete equipment). * Materials and/or repairs parts  *Software Updates when applicable / necessary  *Provide loaner equipment for covered systems (dependent on loaner equipment availability). *Unlimited End User Training  *Shipping coverage for equipment to/from manufacturer repair facilities.  *Provide proper recycling for covered equipment. *Contract is good for 3 years, effective 1/1/2023-1/1/2026. Paid annually at renewal.",72000,Billed,PATRICK D FRIEND,,8/16/2023,1/23/2024,8353,1/23/2024
KROGER COMPANY,9636 KROGER COMPANY : FC-07 MTR-Security Support Contract,Kroger MTR Support-Tier 3,Microsoft Team Room support-Tier 3 for Kroger installations. Description of services is outlined in attachment.,54000,Billed,PATRICK D FRIEND,,8/16/2023,1/23/2024,8353,1/23/2024
Renaissance Insurance,9638 Renaissance Insurance : All AV Service Contract,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",15040,Pending Fulfillment,Brian Moloney,12/31/2024,10/31/2023,,9011,
Pepper Construction,9650 Pepper Construction : Columbus War Room,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",4500,Closed,BRAD  COOPER,9/30/2027,10/10/2023,5/2/2024,8843,5/2/2024
"Nationwide Children's Hospital, Inc.","9657 Nationwide Children's Hospital, Inc. : T2334, T2336, T2337, T2338",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",672,Partially Fulfilled,Brian Moloney,10/17/2025,10/4/2023,11/18/2024,8801,11/18/2024
OrthoIndy,9664 OrthoIndy : Boardroom Microphone Logic change and Projector Lamp replacement,Onsite Support,Onsite Troubleshooting,125,Partially Fulfilled,ERIC  BROWN,,9/5/2023,9/5/2023,8543,9/5/2023
Kimball International,9688 Kimball International : Audio Additions Chicago Showroom,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",3200,Closed,ANDREA  NICHOLSON,12/31/2026,10/2/2023,12/12/2023,8785,12/12/2023
Sentry BioPharma Services,9711 Sentry BioPharma Services : Edinburgh Conference Room,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",3186,Partially Fulfilled,Whitney Turso,6/30/2027,10/31/2023,8/14/2024,9015,8/14/2024
Long Electric Company,9741 Long Electric Company : IU Bloomington Service,Onsite Support,Onsite Troubleshooting,833,Billed,Bradley Moore,,8/28/2023,8/28/2023,8458,8/28/2023
Rose Hulman Institute of Technology,9761 Rose Hulman Institute of Technology : Lake Room Teams Integration,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",7000,Billed,ANDREA  NICHOLSON,7/31/2027,5/30/2024,11/25/2024,10909,11/25/2024
Rose Hulman Institute of Technology,9761-Opt1 Rose Hulman Institute of Technology : Lake Room Speakers & Amps,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",1750,Billed,ANDREA  NICHOLSON,9/30/2027,5/30/2024,9/25/2024,10910,9/25/2024
Rose Hulman Institute of Technology,9761-Opt2 Rose Hulman Institute of Technology : Lake Room Wireless Microphones,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",780,Billed,ANDREA  NICHOLSON,9/30/2027,5/30/2024,9/25/2024,10911,9/25/2024
Group 1001,9779 Group 1001 : Service Block of Hours,Onsite Support,Onsite Troubleshooting,4000,Pending Fulfillment,Whitney Turso,,8/30/2023,,8485,
GRANT COUNTY SCHOOLS : GRANT COUNTY MIDDLE SCHOOL,9788 GRANT COUNTY SCHOOLS : GRANT COUNTY MIDDLE SCHOOL : Cafeteria Mic Extension + New Speakers,Onsite Support,Onsite Troubleshooting,1160,Billed,BRITTANY MULLINS,,9/6/2023,11/21/2023,8553,11/21/2023
US District Court,9804 US District Court : Courtroom Audio Tuning,Onsite Support,Onsite Troubleshooting,1250,Pending Fulfillment,Brian Moloney,,9/5/2023,9/5/2023,8544,9/5/2023
Shiel Sexton,9809 Shiel Sexton : Sound Masking,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",2794.6,Billed,ANDREA  NICHOLSON,2/28/2027,10/17/2023,1/30/2024,8893,1/30/2024
Major Health Partners,9810 Major Health Partners : Auditorium,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",4137.5,Partially Fulfilled,Whitney Turso,5/31/2027,4/2/2024,10/11/2024,10292,10/11/2024
Major Health Partners,9810-1 Major Health Partners : Auditorium-Projector Add and Video Wall Removal,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",2550,Billed,Whitney Turso,2/28/2027,10/4/2023,3/1/2024,8806,3/1/2024
Encova Insurance,9811 Encova Insurance : Columbus Boardroom update,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",4270,Billed,Kory Young,8/31/2027,2/14/2024,9/30/2024,9888,9/30/2024
Encova Insurance,9811-2 Encova Insurance : Columbus Boardroom Videowall Option,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",9000,Pending Billing/Partially Fulfilled,Kory Young,8/31/2027,2/14/2024,9/6/2024,9893,9/6/2024
Encova Insurance,9814 Encova Insurance : Columbus Room 218 Teams Update,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",2250,Pending Billing/Partially Fulfilled,Kory Young,7/31/2027,3/26/2024,8/15/2024,10222,8/15/2024
Encova Insurance,9815 Encova Insurance : Columbus Room 219 Teams Update,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",2125,Partially Fulfilled,Kory Young,7/31/2027,3/26/2024,8/15/2024,10223,8/15/2024
JCREMC,9853 JCREMC : JCREMC - Boardroom upgrades,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",2000,Partially Fulfilled,Brian Moloney,12/31/2026,10/6/2023,11/14/2023,8827,11/14/2023
Workplace Investments,9867 Workplace Investments : Suite 205 Sound Masking,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",402,Billed,Whitney Turso,11/30/2026,9/15/2023,10/3/2023,8625,10/3/2023
"Nationwide Children's Hospital, Inc.","9891 Nationwide Children's Hospital, Inc. : NCH - BPC - RB4-28 Large Conference Room",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",1280,Billed,Brian Moloney,8/31/2025,9/29/2023,11/25/2024,8766,11/25/2024
"Nationwide Children's Hospital, Inc.","9892 Nationwide Children's Hospital, Inc. : NCH - BPC - RB4-28 Small Conference Room",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",1080,Billed,Brian Moloney,8/31/2025,9/29/2023,11/25/2024,8767,11/25/2024
"Nationwide Children's Hospital, Inc.","9901 Nationwide Children's Hospital, Inc. : NCH - Interactive Projector replacement",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",390,Billed,Brian Moloney,12/31/2026,9/13/2023,11/8/2023,8603,11/8/2023
"Nationwide Children's Hospital, Inc.","9901 Nationwide Children's Hospital, Inc. : NCH - Interactive Projector replacement",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",390,Billed,Brian Moloney,12/31/2026,9/13/2023,11/8/2023,8603,11/8/2023
KAO USA,9919 KAO USA : R&D Divisible Room 1A&1B,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",14200,Billed,BRAD  COOPER,7/31/2027,12/8/2023,6/24/2024,9341,6/24/2024
